Price	Screen Size	Max Screen Resolution	Processor	RAM	Hard Drive	Graphics Coprocessor	Chipset Brand	Card Description	Wireless Type	Number of USB 2.0 Ports	Number of USB 3.0 Ports	Brand Name	Series	Item model number	Operating System	Item Weight	Product Dimensions	Item Dimensions L x W x H	Color	Processor Brand	Processor Count	Computer Memory Type	Flash Memory Size	Hard Drive Interface	Hard Drive Rotational Speed	Optical Drive Type	Batteries	Screen Resolution	Average Battery Life (in hours)	Hardware Platform	Rear Webcam Resolution	Power Source	Voltage	Memory Speed	California residents	Graphics Card Ram Size	National Stock Number	Package Dimensions	Audio-out Ports (#)	Battery Type",,,,,,,
$379.99			3.6 GHz Intel Core i3	4 GB DDR4	1000 GB Mechanical Hard Drive	Intel UHD Graphics 630		Integrated		4	4	Acer	Aspire	XC-885-UR11	Windows 10 Home	9.26 pounds	13 x 3.9 x 11.6 inches	12.99 x 3.94 x 11.61 inches	Black	Intel	4			Serial ATA	7200 RPM	DVD-RW				PC											https://www.amazon.com//Acer-XC-885-UR11-Desktop-i3-8100-802-11ac/dp/B07F5H2KFM/ref=sr_1_1171?qid=1575100190&s=computers-intl-ship&sr=1-1171
$716.46	23.8 inches	1920 x 1080 pixels	3.1 GHz Intel Core i5	8 GB DDR4	1000 GB Mechanical Hard Drive	Intel HD Graphics 620	Intel	Integrated		1	3	Dell	Inspiron	i3477-5852BLK-PUS	Windows 10 Home	17.97 pounds	1.7 x 21.6 x 14.1 inches	1.71 x 21.6 x 14.09 inches	Black	Intel	2		128.0	Serial ATA	5400 RPM	None	1 Lithium Polymer batteries required.			PC											https://www.amazon.com//Dell-i3477-5852BLK-PUS-Inspiron-AIO-3477/dp/B07C97RN3H/ref=sr_1_1172?qid=1575100190&s=computers-intl-ship&sr=1-1172
$246.00	15.6 inches		2.5 GHz AMD A Series	4 GB SDRAM	500 GB mechanical_hard_drive	AMD Radeon R4	amd	Dedicated	802.11b/g, 802.11bgn, 802.11b			HP	15t	15t	Windows 10 Home	4.52 pounds	15 x 10 x 0.9 inches	15 x 10 x 0.9 inches	No Touch	AMD	4	DDR4 SDRAM		ATA	5400.00		1 Lithium Metal batteries required.		6.25 hours	PC											https://www.amazon.com//HP-Dual-Core-Processor-Graphics-Bluetooth/dp/B078YCMD67/ref=sr_1_1173?qid=1575100190&s=computers-intl-ship&sr=1-1173
$998.00	17.3 inches		1.6 GHz Intel Core i5	16 GB SDRAM	256 GB flash_memory_solid_state	Intel HD Graphics 620	intel	Integrated	802.11b/g, 802.11bgn, 802.11b			HP	HP-17-BY1033DX	17-BS011DX	Windows 10	4.41 pounds	10.9 x 15.3 x 1 inches	10.9 x 15.3 x 1 inches	Black	Intel	2	DDR4 SDRAM	256 GB	Solid State			1 Lithium Polymer batteries required. (included)			PC											https://www.amazon.com//HP-Flagship-Notebook-Computer-i5-7200U/dp/B076PQNWS9/ref=sr_1_1174?qid=1575100190&s=computers-intl-ship&sr=1-1174
$1,469.00	13.5 inches		1.9 GHz Intel Core 2 Quad	16 GB	512 GB SSD	Intel UHD Graphics 620	intel	Integrated	802.11ac			Microsoft Corporation	Microsoft Surface	NA	Windows 10 Pro	2.83 pounds	8.8 x 12.1 x 0.6 inches	8.8 x 12.1 x 0.6 inches		Intel	4	DDR3 SDRAM	512 GB	eSATA			1 Lithium ion batteries required. (included)			PC											https://www.amazon.com//Microsoft-Surface-Laptop-Quad-Core-JKR-00066/dp/B07NKFY62G/ref=sr_1_1175?qid=1575100190&s=computers-intl-ship&sr=1-1175
$59.50	10.1 inches	1024 x 600 pixels	1.3 GHz A-Series Quad-Core A6	1 GB DDR3	8 GB SSD	MALI			802.11bgn		1	Azpen	Azpen	A1040	Android 5.1 Lollipop	1.4 pounds	10.3 x 6.9 x 0.3 inches	10.3 x 6.9 x 0.31 inches	Black	Intel	4	DDR3 SDRAM	8 GB		5400 RPM		1 Lithium ion batteries required. (included)	1024 x 600	6 hours	Android	2 MP	DC	5 volts			1 GB					https://www.amazon.com//Azpen-A1040-Android-Bluetooth-Cameras/dp/B00IADP2IO/ref=sr_1_1176?qid=1575100190&s=computers-intl-ship&sr=1-1176
	12.9 inches			2 GB	128 GB	N/A			802.11abg, 802.11a/b/g/n/ac, 802.11a/b/g/n, 802.11a			APPLE	iPad Pro	'1	iOS 9	1.4 pounds	9.5 x 0.4 x 7.3 inches	9.5 x 0.37 x 7.31 inches	Silver/White	apple	2		128 GB				1 Lithium Polymer batteries required.		10 hours		8 MP	Battery									https://www.amazon.com//Apple-iPad-Pro-12-inch-Refurbished/dp/B01IC8USUI/ref=sr_1_1177?qid=1575100190&s=computers-intl-ship&sr=1-1177
$700.00	17.3 inches	1600 x 900	1.8 GHz Intel Core i7	16 GB	2512 GB Hybrid	Intel UHD Graphics 620	intel	Integrated	802.11b/g, 802.11bgn, 802.11b			HP	HP	NA	Windows 10	6.85 pounds	12.8 x 9.2 x 0.7 inches	12.8 x 9.2 x 0.7 inches	Silver	Intel	4	SDRAM	512 GB	Serial ATA			1 Lithium ion batteries required.			PC											https://www.amazon.com//HP-Premium-Laptop-i7-8550U-Windows/dp/B07QN4821N/ref=sr_1_1178?qid=1575100190&s=computers-intl-ship&sr=1-1178
$239.87	10.1 inches	1280x800	1.44 GHz Atom Z8300	4 GB	64 GB SSD	Intel HD Graphics			802.11bgn, Bluetooth	2		AWOW	1019C-464	SimpleBook 10 464	Windows 10 Home	1.14 pounds	9.8 x 6.5 x 0.3 inches	9.8 x 6.5 x 0.3 inches	Iron Gray	Intel	4	DDR3 SDRAM	64 GB	Solid State			1 Lithium Polymer batteries required. (included)	1280x800	6 hours	PC	5 MP	DC 5V 3A		1600 MHz		2 GB					https://www.amazon.com//10-X5-Z8350-Quad-Core-Bluetooth-Keyboard/dp/B07JM151R7/ref=sr_1_1179?qid=1575100190&s=computers-intl-ship&sr=1-1179
$226.00	14 inches		2.7 GHz Intel Core i5	8 GB SDRAM DDR3	320 GB HDD 7200 rpm	Intel Integrated Graphics	intel	Integrated	802.11n	2		Dell	E6440	E6440	Windows 10 Pro	4.7 pounds	13.3 x 1.3 x 9.2 inches	13.3 x 1.3 x 9.2 inches	Silver	Intel	2	DDR3 SDRAM		Serial ATA			1 Lithium ion batteries required.	1366 x 768		PC		AC & Battery									https://www.amazon.com//Dell-E6440-Processor-Professional-Refurbished/dp/B074SHYFV3/ref=sr_1_1180?qid=1575100190&s=computers-intl-ship&sr=1-1180
$1,149.99	1		3.6 GHz AMD Ryzen 7	16 GB DDR4	1 TB Flash Memory Solid State			Dedicated		2	2	iBUYPOWER	Trace PRO9500	Trace PRO9500	Windows 10 Home	34.4 pounds				AMD	8	DDR4 SDRAM	240.00	Serial ATA	7200 RPM	None										8 GB		23 x 22.2 x 12 inches			https://www.amazon.com//iBUYPOWER-Computer-Trace-PRO9500-DDR4-2666/dp/B07WDFBF74/ref=sr_1_1181?qid=1575100190&s=computers-intl-ship&sr=1-1181
$562.99	14 inches	1920 x 1080	8032	DDR4	SSD	Radeon RX Vega 10 Graphics	amd	Integrated	Bluetooth, 802.11abg, 802.11ac			Lenovo	20NE0001US	20NE0001US		5.7 pounds	13 x 9.6 x 0.9 inches	13 x 9.6 x 0.9 inches			1		256.00	Serial ATA	0.01 RPM	No Optical Drive	1 Lithium ion batteries required.	1920 x 1080													https://www.amazon.com//Lenovo-20NE0001US-E495-3700U-256GB/dp/B07QZ355MR/ref=sr_1_1182?qid=1575100190&s=computers-intl-ship&sr=1-1182
$124.99	11.6 inches		1.6 GHz Intel Celeron	2 GB	16 GB SSD		intel	integrated	802.11ac			Acer	Acer Chromebook	NA	Chrome OS	3.85 pounds	11.6 x 8 x 0.7 inches	11.6 x 8 x 0.7 inches	White	Intel	2	DDR3 SDRAM	16 GB	Solid State			1 Lithium ion batteries required. (included)	1366x768		PC											https://www.amazon.com//Acer-Chromebook-11-6-Inch-Dual-Core-Processor/dp/B07N98VBZ7/ref=sr_1_1183?qid=1575100190&s=computers-intl-ship&sr=1-1183
			2.8 GHz Intel Core i5	16 GB ddr4_sdram	256 GB SSD	Intel HD Graphics 630		integrated				Dell	Optiplex	5050	Windows 10	2.6 pounds	7.2 x 1.4 x 7 inches	7.2 x 1.4 x 7 inches	Black	Intel	4	SDRAM		Serial ATA						PC											https://www.amazon.com//Dell-OptiPlex-5050-Certified-Refurbished/dp/B07F2TW48L/ref=sr_1_1184?qid=1575100190&s=computers-intl-ship&sr=1-1184
$1,199.99	15.6 inches	1920 x 1080	8032	DDR3	Flash Memory Solid State		Intel	Integrated			2	Lenovo	20N4001TUS	20N4001TUS		6 pounds	2 x 4 x 8 inches	2 x 4 x 8 inches			1			Solid State	2 RPM	No Optical Drive	1 Lithium ion batteries required.	1920 x 1080	6 hours		8 MP		120 volts								https://www.amazon.com//Lenovo-ThinkPad-T590-20N4001TUS-Notebook/dp/B07PJFN4RW/ref=sr_1_1185?qid=1575100193&s=computers-intl-ship&sr=1-1185
$151.99	15.6 inches		Intel Core Duo	2 GB DDR3 SDRAM	16 GB SSD	Intel HD Graphics		Integrated	802.11ac	1		Acer	Acer-15.6-Chrome	Acer Chromebook	Chrome OS	4.85 pounds	15.1 x 9.6 x 1 inches	15.1 x 9.6 x 0.97 inches			2	DDR3 SDRAM		Solid State			1 Lithium ion batteries required.		8 hours				110 volts								https://www.amazon.com//Acer-Chromebook-15-6-inch-Dual-Core-Processor/dp/B01MTKXQCZ/ref=sr_1_1186?qid=1575100193&s=computers-intl-ship&sr=1-1186
$172.90	14 inches	(1920x1080) pixels	1.1 GHz Celeron N3350	4 GB LPDDR4	32 GB Flash Memory Solid State		intel	Integrated	802.11b, 802.11g, 802.11n			HP	HP Chromebook	14-ca050nr	Chrome OS	3 pounds	8.9 x 13.3 x 0.7 inches	8.94 x 13.27 x 0.72 inches	White	Intel	2		32.00	USB 3.0	0.01 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)		10 hours					2133 MHz							https://www.amazon.com//HP-Chromebook-180-degree-Processor-14-ca050nr/dp/B079616WNY/ref=sr_1_1187?qid=1575100193&s=computers-intl-ship&sr=1-1187
$159.99	14 inches	1366 x 768	1.1 GHz 8032	4 GB SDRAM	16 GB Flash Memory Solid State	Intel HD Graphics 500	intel	Integrated	802.11ac			HP	HP Chromebook	NA	Chrome OS	3 pounds	8.9 x 13.3 x 0.7 inches	8.94 x 13.27 x 0.72 inches	White	Intel	2	DDR3 SDRAM	16.0				1 Lithium ion batteries required. (included)							2133 MHz							https://www.amazon.com//HP-Chromebook-14-inch-180-degree-Processor/dp/B07MFBBJ14/ref=sr_1_1188?qid=1575100193&s=computers-intl-ship&sr=1-1188
$93.99	10.1 inches	2560*1600	2.5 GHz	4 GB MicroDIMM DDR2	64 GB SSD	ARM	Intel		802.11bgn, 2.4 GHz Radio Frequency, Bluetooth			YELLYOUTH	Android	YY-108H	Android 7.0 Nougat	1.15 pounds	9.4 x 6.8 x 0.4 inches	9.4 x 6.8 x 0.4 inches	Black	MTK	8	DDR2 SDRAM	64 GB	ATA			1 Lithium Polymer batteries required. (included)	1280x800	10 hours	Android	8 MP	AC & Battery									https://www.amazon.com//YELLYOUTH-Android-Tablet-Unlocked-Bluetooth/dp/B07S9NN8VC/ref=sr_1_1189?qid=1575100193&s=computers-intl-ship&sr=1-1189
$199.99	14.1 inches	1366x768	1.04 GHz Intel Atom	4 GB	32 GB emmc	14 Inch 1366*768 HD			802.11abg, 802.11a/b/g/n/ac, 802.11a/b/g/n, 802.11a			YITAOSD	NB142E		Windows 10	3.31 pounds	13 x 8.7 x 0.5 inches	12.99 x 8.66 x 0.51 inches	silver 4G+64G	Intel	4	DDR3 SDRAM		USB 2.0/3.0				1366x768		PC											https://www.amazon.com//Laptop-X5-E8000-1-04Ghz-Expandable-Windows/dp/B07PVJB67L/ref=sr_1_1190?qid=1575100193&s=computers-intl-ship&sr=1-1190
$565.00	15.6 inches	1920 x 1080	3.9 GHz Core i5 Family	8 GB DDR4	256 GB 256GB M.2 PCIe NVMe Solid State Drive	Intel UHD Graphics 620	Intel	Integrated	801.11ac	1	2	Dell	Inspiron 15 5580	i5580-5462SLV-PUS	Windows 10 Home	5.95 pounds	19.5 x 3 x 13 inches	19.5 x 3 x 13 inches	Platinum Silver	Intel	1		8.00	Solid State	5400 RPM	No Optical Drive	1 Lithium ion batteries required. (included)									8 GB					https://www.amazon.com//Dell-Inspiron-Anti-Glare-Backlight-Non-Touch/dp/B07PRSXQQD/ref=sr_1_1191?qid=1575100193&s=computers-intl-ship&sr=1-1191
$138.00	14 inches	1366 x 768 pixels	1.6 GHz Intel Celeron	4 GB DDR3	32 GB eMMC	Intel HD Graphics 400	intel	Integrated	802.11ac	1	2	HP	Stream	14-ax020nr	Windows 10	3.17 pounds	8.9 x 13.3 x 0.7 inches	8.9 x 13.27 x 0.7 inches	Violet/Purple	Intel	2		32.0				1 Lithium Polymer batteries required. (included)		10.45 hours												https://www.amazon.com//HP-Stream-14-ax020nr-Celeron-Personal/dp/B01JLCKP1Q/ref=sr_1_1192?qid=1575100193&s=computers-intl-ship&sr=1-1192
	7.9 inches	2048x1536		1 GB	64 GB	M8			802.11abg, 802.11a/b/g/n, 802.11a			APPLE		MGGT2LL/A	iOS	1.49 pounds	7.9 x 5.3 x 1.5 inches	7.9 x 5.3 x 1.5 inches	Silver				64 GB				1 Lithium Polymer batteries required.	2048x1536	10 hours		5 MP	Battery									https://www.amazon.com//Apple-MGGT2LL-iPad-Mini-Wi-Fi/dp/B00TYTLYX0/ref=sr_1_1193?qid=1575100193&s=computers-intl-ship&sr=1-1193
$308.00	11.6 inches	1366x768	1.6 GHz AMD A6	8 GB DDR4	500 GB SSD	AMD Radeon R5		integrated	802.11bgn			Dell	Inspiron	11 3000	Windows 10 S	4.6 pounds	7 x 5 x 1.5 inches	7 x 5 x 1.5 inches	Red	AMD	2	DDR4 SDRAM	512 GB	Solid State			1 Lithium ion batteries required. (included)	1366x768		PC											https://www.amazon.com//Dell-Inspiron-Touchscreen-Computer-Bluetooth/dp/B07SNQYNSJ/ref=sr_1_1194?qid=1575100193&s=computers-intl-ship&sr=1-1194
$180.49	14 inches		2.5 GHz Intel Core i5	8 GB DDR3	128 GB 128 SSD	Intel HD Graphics	intel	Integrated	802.11ag	3		Dell	Lat E6420	Lat E6420	Windows 10 Pro	1.6 ounces	9.5 x 13.9 x 1.3 inches	9.5 x 13.9 x 1.3 inches	Black	Intel	1	DDR3 SDRAM	128 GB	Serial ATA			1 Lithium ion batteries required. (included)			PC											https://www.amazon.com//Dell-E6420-i5-2520m-Windows-Professional/dp/B01GGNEYPQ/ref=sr_1_1195?qid=1575100193&s=computers-intl-ship&sr=1-1195
$659.00	27 inches		2.8 GHz Core i5 8400	12 GB ddr4_sdram	1 TB HDD 7200 rpm					4		Dell		NA	Windows 10	35.6 pounds	14.7 x 11.6 x 6.3 inches	14.7 x 11.6 x 6.3 inches		Intel	6	SDRAM		Serial ATA	7200.00					PC											https://www.amazon.com//Dell-Inspiron-Desktop-Monititor-Bluetooth/dp/B07TTJTNF9/ref=sr_1_1196?qid=1575100193&s=computers-intl-ship&sr=1-1196
$459.99			2.8 GHz Core i5 Family	8 GB ddr4_sdram	256 GB flash_memory_solid_state							Dell			Windows 10	6.6 pounds	7 x 1.4 x 7.2 inches	7 x 1.4 x 7.2 inches		Intel	4	SRAM		Solid State						PC											https://www.amazon.com//Dell-OptiPlex-i5-7600T-Windows-Renewed/dp/B07XLF99BY/ref=sr_1_1197?qid=1575100193&s=computers-intl-ship&sr=1-1197
$781.00			2400 MHz Intel Core i7	16 GB ddr4_sdram	1 TB SSD	Intel HD Graphics 630		integrated	802.11ac			HP	460	460	Windows 10	13.9 pounds	6.4 x 12.4 x 12.1 inches	6.42 x 12.4 x 12.09 inches		Intel	4	DDR SDRAM		Solid State						PC											https://www.amazon.com//HP-460-Performance-Quad-Core-Bluetooth/dp/B07V4D5MWH/ref=sr_1_1198?qid=1575100193&s=computers-intl-ship&sr=1-1198
$158.99	8 inches	1280 x 800	8032	32 GB DDR3	Mechanical Hard Drive	Qualcomm® AdrenoTM 308 GPU		Integrated		1		Samsung	Galaxy Tab A	SM-T387VZKAVZW-cr	Android	1.3 pounds			Black		4		32 GB	ATA-4	1		1 Lithium ion batteries required. (included)	1280 x 800			5 MP			1 GHz		1		12 x 9.2 x 2.5 inches			https://www.amazon.com//Samsung-Galaxy-Tab-SM-T387-Tablet/dp/B07M59FNM5/ref=sr_1_1199?qid=1575100193&s=computers-intl-ship&sr=1-1199
$1,499.99	14 inches	1920 x 1080	4.2 GHz Core i7 Family	16 GB DDR3	512 GB Flash Memory Solid State		Intel	Integrated			2	Acer	SF714-52T-73CQ	SF714-52T-73CQ	Windows 10 Home	2.18 pounds	7.5 x 12.5 x 0.4 inches	7.51 x 12.52 x 0.39 inches		Intel	2		512.00	Solid State		No Optical Drive	1 Lithium ion batteries required. (included)		13 hours												https://www.amazon.com//Acer-Lightweight-i7-8500Y-Back-lit-Keyboard/dp/B07PJLQ2QW/ref=sr_1_1200?qid=1575100193&s=computers-intl-ship&sr=1-1200
$119.99	100	1920 X 1080 pixels	1.44 GHz Atom x5 Z8300	4 GB DDR3	32 GB Flash Memory Solid State	Intel	Intel	Integrated	802.11abg	1	1	AWOW	AWOW PC Stick	AWOW PC Stick	Windows 10 Home	1.6 ounces	4.4 x 0.1 x 0 inches	4.37 x 0.13 x 0.04 inches	Black	Intel	4	72-Pin EDO SIMM Memory	32.00	Solid State	10000	None	1 LR44 batteries required. (included)	1920 x 1080		PC		DC 5V-3A		1600 MHz		2 GB					https://www.amazon.com//AWOW-Windows-64bit-Compute-Bluetooth/dp/B0768SGCNH/ref=sr_1_1201?qid=1575100196&s=computers-intl-ship&sr=1-1201
$1,169.99	17.3 inches	1920x1080	1.8 GHz Intel Core i7	16 GB	1 TB SSD	NVIDIA GeForce	NVIDIA	dedicated	802.11ac, Bluetooth			HP	Envy 17t 10th Gen 1TB Pro MAfee	Envy 17t 10th Gen 1TB Pro MAfee	Windows 10 Pro	6.14 pounds	15.9 x 10.5 x 0.9 inches	15.94 x 10.47 x 0.88 inches		Intel	4	DDR SDRAM		Solid State			1 Lithium ion batteries required. (included)	1920x1080		PC		AC & Battery		2666 MHz							https://www.amazon.com//HP-Envy-17t-1TB-Professional/dp/B0812F2MNH/ref=sr_1_1202?qid=1575100196&s=computers-intl-ship&sr=1-1202
$360.52	15.6 inches	1366 x 768	2.2 GHz Core i3 8130U	8 GB	128 GB flash_memory_solid_state	Intel UHD	intel		802.11b/g, 802.11ac, 802.11bgn, 802.11b			Lenovo	Ideapad 330s	NA	Windows 10	4.41 pounds				Intel	2	DDR4 SDRAM	128 GB	Solid State			1 Lithium ion batteries required. (included)			PC								20.2 x 12.6 x 2.6 inches			https://www.amazon.com//Lenovo-Notebook-Computer-Bluetooth-Accessories/dp/B07TS5BMT4/ref=sr_1_1203?qid=1575100196&s=computers-intl-ship&sr=1-1203
$479.00	17.3 inches	1600x900	2.5 GHz Intel Core i5	8 GB DDR4	1 TB HDD 5400 rpm	Integrated Intel graphics	Intel	integrated	802.11ac			HP	hp 17 notebook	hp 17 notebook	Windows 10	6.95 pounds	16 x 13 x 1 inches	16 x 13 x 1 inches	Silver	Intel	2	DDR4 SDRAM		Serial ATA	5400.00		1 Lithium ion batteries required. (included)	1600x900	6 hours	PC		AC & Battery									https://www.amazon.com//HP-BrightView-WLED-Backlit-Performance-Processor/dp/B07L5MPBS7/ref=sr_1_1204?qid=1575100196&s=computers-intl-ship&sr=1-1204
$109.99			1.92 GHz Celeron_M	4 GB ddr3_sdram	64 GB flash_memory_solid_state	Intel HD Graphics 500		integrated	2.4 GHz Radio Frequency, 5.8 GHz Radio Frequency, Bluetooth			MFY			Windows 10	1.51 pounds	4.7 x 4.7 x 0.8 inches	4.69 x 4.69 x 0.79 inches		Intel	4	DDR3 SDRAM	128 GB	USB						PC											https://www.amazon.com//Windows-Gigabit-Ethernet-Fanless-Computer/dp/B07DGRL9ZH/ref=sr_1_1205?qid=1575100196&s=computers-intl-ship&sr=1-1205
$403.00	15.6 inches	1366 x 768	2.4 GHz Intel Core i3	8 GB	512 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11ac			HP	HP	HP	Windows 10	4.52 pounds	15 x 10 x 0.9 inches	15 x 10 x 0.9 inches		Intel	2	DDR3 SDRAM	512 GB	Serial ATA			1 Lithium ion batteries required. (included)	1366 x 768		PC											https://www.amazon.com//HP-i3-7100U-Graphics-Bluetooth-Windows/dp/B07VN7TNRB/ref=sr_1_1206?qid=1575100196&s=computers-intl-ship&sr=1-1206
$299.99	14 inches		2 GHz Intel Core i5-4200U	8 GB	320 GB mechanical_hard_drive		nvidia	dedicated	802.11a/b/g/n/ac, 802.11ac			Dell	Latitude E5440	NA	Windows 7 Professional	7.95 pounds				Intel	2	DDR3 SDRAM		ATA	7200.00		1 Lithium ion batteries required. (included)			PC								20.6 x 17.3 x 4.2 inches			https://www.amazon.com//Dell-Latitude-i5-4310U-Windows-Renewed/dp/B07ND8Z7YT/ref=sr_1_1207?qid=1575100196&s=computers-intl-ship&sr=1-1207
$1,599.99	15 inches	2880x1800 pixels	2.8 GHz Intel Core i7	16 GB LPDDR3	256 GB Flash Memory Solid State	AMD Radeon Pro 555	intel	Dedicated	802.11b, 802.11g, 802.11n			Apple	MacBook Pro		Mac OS X	4.07 pounds	14.7 x 2.2 x 10.5 inches	14.7 x 2.2 x 10.5 inches	Space Gray	Intel	1	GDDR5	256.0	Solid State			1 Lithium Polymer batteries required.			Mac				2133 MHz							https://www.amazon.com//Apple-MacBook-Retina-MPTR2LL-Renewed/dp/B07JMLMVKP/ref=sr_1_1208?qid=1575100196&s=computers-intl-ship&sr=1-1208
$109.99	7 inches		1.3 GHz	16 GB	16 GB	yes						LeapFrog	Epic		Android	2.5 pounds			Green		4		16 GB				1 Lithium ion batteries required. (included)			Android	2 MP							10 x 7.2 x 3.5 inches			https://www.amazon.com//LeapFrog-Touchscreen-Quad-Core-Processor-Non-Retail/dp/B07F1YVQXL/ref=sr_1_1209?qid=1575100196&s=computers-intl-ship&sr=1-1209
$194.95	10.1 inches		8032			.		Integrated	802.11abg			Samsung	Galaxy Tab A	4994641		1.14 pounds	10.6 x 6.5 x 2 inches	10.6 x 6.5 x 2 inches	Black		8		16 GB				1 Lithium Metal batteries required.		12 hours		8 MP	AC			Click here for Proposition 65 warning						https://www.amazon.com//Samsung-Galaxy-Tab-A-Black-10-1/dp/B01J0P3I68/ref=sr_1_1210?qid=1575100196&s=computers-intl-ship&sr=1-1210
$214.99	15.6 inches	1366 x 768	3.7 GHz AMD A Series	4 GB	1 TB mechanical_hard_drive	AMD Radeon R5	amd					HP	HP-15-db0031nr		Windows 10	5.85 pounds				AMD	2	DDR2 SDRAM			5400 RPM					PC								18.7 x 12 x 2.8 inches			https://www.amazon.com//HP-15-db0031nr-A9-9425-1366x768-Windows/dp/B07WSGFJ1M/ref=sr_1_1211?qid=1575100196&s=computers-intl-ship&sr=1-1211
$2,649.99	15.6 inches	pixels	4.5 GHz Core i7 Family	32 GB SDRAM	Flash Memory Solid State	unknown	NVIDIA	Dedicated	802.11ac		4	Acer	Predator Triton 500	PT515-51-73Z5-US	Windows 10	4.41 pounds	10 x 14.1 x 0.7 inches	10 x 14.1 x 0.7 inches		Intel	6		1.00	Solid State		No Optical Drive	1 Lithium ion batteries required.			PC						8 GB					https://www.amazon.com//Acer-Predator-i7-9750H-GeForce-PT515-51-73Z5/dp/B07V5T1LRN/ref=sr_1_1212?qid=1575100196&s=computers-intl-ship&sr=1-1212
$968.29	15.6 inches	1920 x 1080	1.8 GHz Intel Core i7	16 GB	1 TB flash_memory_solid_state	Intel UHD Graphics	Intel		802.11ac			HP	Envy x360 15 10th 1TB SSD	Envy x360 15 10th 1TB SSD	Windows 10	4.53 pounds	14.1 x 9.7 x 0.7 inches	14.13 x 9.68 x 0.67 inches	Natural Silver	Intel	4	DDR4 SDRAM					1 Lithium ion batteries required. (included)	1920x1080		PC		AC & Battery		2666 MHz							https://www.amazon.com//Envy-x360-Convertible-1TB-SSD/dp/B0818J8YQY/ref=sr_1_1213?qid=1575100196&s=computers-intl-ship&sr=1-1213
$462.99			3.6 GHz Intel Core i3	8 GB DDR4	1000 GB Mechanical Hard Drive		intel	Integrated		4	3	Acer	Aspire	TC-885-ACCFLi3	Windows 10 Home	15.8 pounds	13.8 x 6.4 x 13.4 inches	13.78 x 6.42 x 13.39 inches	Black	Intel	4	DDR SDRAM		Serial ATA	7200 RPM	DVD-RW	1 Lithium ion batteries required.			PC											https://www.amazon.com//Acer-TC-885-ACCFLi3-Desktop-i3-8100-802-11ac/dp/B07CYF9YGF/ref=sr_1_1214?qid=1575100196&s=computers-intl-ship&sr=1-1214
$598.99	14 inches	1366x768	2.4 GHz Intel Core i5	8 GB DDR4	256 GB SSD	Intel UHD Graphics 520	intel		802.11ac			Lenovo	Lenovo ThinkPad	T470	Windows 10	5.6 pounds	13.8 x 8.9 x 0.8 inches	13.8 x 8.9 x 0.82 inches	Black	Intel	2	DDR4 SDRAM		Solid State			1 Lithium Polymer batteries required. (included)	1366x768		PC		AC & Battery									https://www.amazon.com//Lenovo-T470-Thunderbolt-Fingerprint-Professional/dp/B07Y4SVJB9/ref=sr_1_1215?qid=1575100196&s=computers-intl-ship&sr=1-1215
$420.87	15.6 inches		3.4 GHz	4 GB	mechanical_hard_drive		intel	integrated	802.11b, 802.11g	1		HP	da0053wm	4AL72UA	Windows 10	4.59 pounds	14.8 x 9.7 x 0.9 inches	14.8 x 9.69 x 0.89 inches	silver	Intel	4	DDR SDRAM			5400 RPM		1 Lithium Polymer batteries required. (included)		10 hours	PC				2400 MHz							https://www.amazon.com//HP-i5-8250U-3-4GHz-Bluetooth-Windows/dp/B07F21W1GX/ref=sr_1_1216?qid=1575100196&s=computers-intl-ship&sr=1-1216
$319.00	15.6 inches	HD ( 1366 x 768 ) Energy-efficient	2.3 GHz Pentium	8 GB DDR	1 TB HDD 5400 rpm	Integrated Intel UHD Graphics 610	Intel		Bluetooth			Lenovo	lenovo ideapad s145	S145-15IWL	Windows 10 Home	5.43 pounds	12.8 x 9.2 x 0.7 inches	12.8 x 9.2 x 0.7 inches	Granite Black Texture	Intel	2	DDR SDRAM		Serial ATA			1 Lithium ion batteries required.	1366x768	5.5 hours	business, school and home Laptop		AC & Battery									https://www.amazon.com//Lenovo-Flagship-Bluetooth-802-11ac-Accessories/dp/B07WWY18M7/ref=sr_1_1217?qid=1575100199&s=computers-intl-ship&sr=1-1217
$388.00	15.6 inches	1366 x 768 pixels	1.6 GHz Core i5 Family	24 GB DDR4	1000 GB Mechanical Hard Drive	Intel UHD Graphics 620	intel	Integrated	Bluetooth, 801.11ac		2	Lenovo	IdeaPad 520	Lenovo ideapad 330s	Windows 10 Home	4.8 pounds	14.8 x 10.2 x 0.9 inches	14.8 x 10.2 x 0.9 inches		Intel	1		1.00	eSATA	5400 RPM	DVD	1 Lithium ion batteries required. (included)		7 hours					2133 MHz		2 GB					https://www.amazon.com//Lenovo-ideapad-330s-Quad-core-Bluetooth/dp/B0764DJSCL/ref=sr_1_1218?qid=1575100199&s=computers-intl-ship&sr=1-1218
